pdf_name,page_num,doc_type
CPD 0024337.pdf,1,Face Sheet
CPD 0024337.pdf,2,
CPD 0014884.pdf,1,Allegation Email
CPD 0040068.pdf,1,Face Sheet
CPD 0040068.pdf,2,
CPD 0036393.pdf,1,Face Sheet
CPD 0030632.pdf,1,
CPD 0030632.pdf,2,
CPD 0030632.pdf,3,Allegation Email
LOG_1056361.pdf,3,
LOG_1056361.pdf,5,
LOG_1056361.pdf,2,Summary Report
LOG_1056361.pdf,4,Face Sheet
LOG_1056361.pdf,1,Log Summary Report
LOG_1056361.pdf,6,
LOG_1055316.pdf,5,
LOG_1055316.pdf,1,Log Summary Report
LOG_1055316.pdf,4,Face Sheet
LOG_1055316.pdf,2,Summary Report
LOG_1055316.pdf,3,
CPD 0046500.pdf,1,Investigator's Case Log
LOG_1059976.pdf,2,Summary Report
LOG_1059976.pdf,1,Log Summary Report
LOG_1059976.pdf,3,Face Sheet
CPD 0026245.pdf,1,Allegation Email
CPD 0001463.pdf,1,
CPD 0001463.pdf,2,
CPD 0051091.pdf,3,Event Query
CPD 0051091.pdf,4,Event Query
CPD 0051091.pdf,1,Event Query
CPD 0051091.pdf,2,Event Query
CPD 0041596.pdf,2,
CPD 0041596.pdf,1,
CPD 0041596.pdf,3,
CPD 0054974.pdf,1,Log Summary Report
CPD 0054974.pdf,3,Summary Report
CPD 0054974.pdf,2,Summary Report
CPD 0038511.pdf,1,Face Sheet
LOG_1056384.pdf,1,Log Summary Report
LOG_1056384.pdf,5,
LOG_1056384.pdf,4,Face Sheet
LOG_1056384.pdf,3,
LOG_1056384.pdf,2,Summary Report
CPD 0018451.pdf,1,Log Summary Report
CPD 0018451.pdf,3,
CPD 0018451.pdf,2,Summary Report
LOG_1055577.pdf,1,Log Summary Report
LOG_1055577.pdf,5,
LOG_1055577.pdf,2,Summary Report
LOG_1055577.pdf,4,Face Sheet
LOG_1055577.pdf,3,
CPD 0034601.pdf,2,Summary Report
CPD 0034601.pdf,3,Summary Report
CPD 0034601.pdf,1,Log Summary Report
CPD 0028632.pdf,1,Face Sheet
CPD 0028632.pdf,2,
CPD 0007289.pdf,1,Log Summary Report
CPD 0007289.pdf,2,Summary Report
CPD 0007289.pdf,3,Summary Report
LOG_1056538.pdf,2,Summary Report
LOG_1056538.pdf,5,
LOG_1056538.pdf,3,
LOG_1056538.pdf,1,Log Summary Report
LOG_1056538.pdf,4,Face Sheet
CPD 0039354.pdf,1,
CPD 0039354.pdf,3,
CPD 0039354.pdf,2,
CPD 0022458.pdf,1,Log Summary Report
CPD 0022458.pdf,3,Summary Report
CPD 0022458.pdf,2,Summary Report
CPD 0044190.pdf,3,ARREST Report
CPD 0044190.pdf,5,ARREST Report
CPD 0044190.pdf,2,ARREST Report
CPD 0044190.pdf,4,ARREST Report
CPD 0044190.pdf,1,
LOG_1051466.pdf,14,
LOG_1051466.pdf,16,
LOG_1051466.pdf,6,
LOG_1051466.pdf,12,
LOG_1051466.pdf,13,
LOG_1051466.pdf,9,
LOG_1051466.pdf,2,Summary Report
LOG_1051466.pdf,7,
LOG_1051466.pdf,4,Face Sheet
LOG_1051466.pdf,1,Log Summary Report
LOG_1051466.pdf,15,
LOG_1051466.pdf,8,
LOG_1051466.pdf,3,
LOG_1051466.pdf,10,
LOG_1051466.pdf,5,
LOG_1051466.pdf,11,
LOG_1056646.pdf,3,
LOG_1056646.pdf,5,
LOG_1056646.pdf,2,Summary Report
LOG_1056646.pdf,1,Log Summary Report
LOG_1056646.pdf,4,Face Sheet
CPD 0019126.pdf,1,Face Sheet
CPD 0006587.pdf,1,A&A Sheet
CPD 0006587.pdf,2,A&A Sheet
CPD 0054623.pdf,1,Face Sheet
CPD 0054623.pdf,2,
CPD 0009146.pdf,2,
CPD 0009146.pdf,1,Face Sheet
CPD 0045463.pdf,1,Face Sheet
CPD 0045463.pdf,2,
LOG_1056546.pdf,5,Log Summary Report
LOG_1056546.pdf,6,Allegation Email
LOG_1056546.pdf,4,Face Sheet
LOG_1056546.pdf,1,Log Summary Report
LOG_1056546.pdf,2,
LOG_1056546.pdf,3,Summary Report
CPD 0011933.pdf,1,Face Sheet
CPD 0011933.pdf,2,
LOG_1059932.pdf,5,
LOG_1059932.pdf,4,Face Sheet
LOG_1059932.pdf,1,Log Summary Report
LOG_1059932.pdf,3,Summary Report
LOG_1059932.pdf,2,Summary Report
CPD 0022086.pdf,2,
CPD 0022086.pdf,1,Face Sheet
CPD 0055283.pdf,1,Log Summary Report
CPD 0055283.pdf,3,Summary Report
CPD 0055283.pdf,2,Summary Report
LOG_1059836.pdf,2,Summary Report
LOG_1059836.pdf,3,Face Sheet
LOG_1059836.pdf,1,Log Summary Report
CPD 0016142.pdf,1,Log Summary Report
CPD 0016142.pdf,3,
CPD 0016142.pdf,2,Summary Report
LOG_1060331.pdf,1,Log Summary Report
LOG_1060331.pdf,4,Face Sheet
LOG_1060331.pdf,3,Summary Report
LOG_1060331.pdf,2,Summary Report
LOG_1060331.pdf,5,
CPD 0011129.pdf,1,Log Summary Report
CPD 0011129.pdf,3,
CPD 0011129.pdf,2,Summary Report
CPD 0052284.pdf,2,Summary Report
CPD 0052284.pdf,3,
CPD 0052284.pdf,1,Log Summary Report
CPD 0014318.pdf,2,
CPD 0014318.pdf,4,ARREST Report
CPD 0014318.pdf,1,
CPD 0014318.pdf,3,ARREST Report
CPD 0014318.pdf,5,ARREST Report
CPD 0048863.pdf,2,Summary Report
CPD 0048863.pdf,1,Log Summary Report
CPD 0048863.pdf,3,
LOG_1057158.pdf,11,
LOG_1057158.pdf,85,ARREST Report
LOG_1057158.pdf,26,Search Warrant Data
LOG_1057158.pdf,73,Criminal History Report
LOG_1057158.pdf,69,ARREST Report
LOG_1057158.pdf,77,Criminal History Report
LOG_1057158.pdf,35,
LOG_1057158.pdf,34,CPD-41.703
LOG_1057158.pdf,25,Incident Report
LOG_1057158.pdf,74,Criminal History Report
LOG_1057158.pdf,43,Property Inventory
LOG_1057158.pdf,57,
LOG_1057158.pdf,33,CPD-41.703
LOG_1057158.pdf,61,
LOG_1057158.pdf,97,Summary Report Digest
LOG_1057158.pdf,75,Criminal History Report
LOG_1057158.pdf,13,
LOG_1057158.pdf,52,Property Inventory
LOG_1057158.pdf,30,Search Warrant Data
LOG_1057158.pdf,20,CPD-11.451
LOG_1057158.pdf,16,
LOG_1057158.pdf,65,
LOG_1057158.pdf,3,Summary Report
LOG_1057158.pdf,79,Criminal History Report
LOG_1057158.pdf,15,USPS.com Tracking
LOG_1057158.pdf,78,Criminal History Report
LOG_1057158.pdf,1,Log Summary Report
LOG_1057158.pdf,45,Property Inventory
LOG_1057158.pdf,99,
LOG_1057158.pdf,70,
LOG_1057158.pdf,76,Criminal History Report
LOG_1057158.pdf,80,
LOG_1057158.pdf,82,Criminal History Report
LOG_1057158.pdf,37,
LOG_1057158.pdf,95,CPD-41.703
LOG_1057158.pdf,67,ARREST Report
LOG_1057158.pdf,88,Search Warrant Data
LOG_1057158.pdf,93,CPD-41.703
LOG_1057158.pdf,98,
LOG_1057158.pdf,44,Property Inventory
LOG_1057158.pdf,91,CPD-41.703
LOG_1057158.pdf,39,
LOG_1057158.pdf,36,
LOG_1057158.pdf,28,CPD-41.703
LOG_1057158.pdf,7,
LOG_1057158.pdf,83,
LOG_1057158.pdf,10,
LOG_1057158.pdf,92,Search Warrant Data
LOG_1057158.pdf,22,Incident Report
LOG_1057158.pdf,54,
LOG_1057158.pdf,86,ARREST Report
LOG_1057158.pdf,72,Criminal History Report
LOG_1057158.pdf,24,Incident Report
LOG_1057158.pdf,46,Property Inventory
LOG_1057158.pdf,14,
LOG_1057158.pdf,8,
LOG_1057158.pdf,87,
LOG_1057158.pdf,56,
LOG_1057158.pdf,23,
LOG_1057158.pdf,89,CPD-41.703
LOG_1057158.pdf,47,Property Inventory
LOG_1057158.pdf,48,Property Inventory
LOG_1057158.pdf,21,Face Sheet
LOG_1057158.pdf,90,CPD-41.703
LOG_1057158.pdf,96,
LOG_1057158.pdf,66,ARREST Report
LOG_1057158.pdf,32,CPD-41.703
LOG_1057158.pdf,71,Criminal History Report
LOG_1057158.pdf,42,
LOG_1057158.pdf,2,Summary Report
LOG_1057158.pdf,62,
LOG_1057158.pdf,31,
LOG_1057158.pdf,50,Property Inventory
LOG_1057158.pdf,58,
LOG_1057158.pdf,64,
LOG_1057158.pdf,27,CPD-41.703
LOG_1057158.pdf,41,
LOG_1057158.pdf,68,ARREST Report
LOG_1057158.pdf,94,CPD-41.703
LOG_1057158.pdf,53,
LOG_1057158.pdf,38,
LOG_1057158.pdf,6,Sworn Affidavit
LOG_1057158.pdf,9,
LOG_1057158.pdf,49,Property Inventory
LOG_1057158.pdf,59,
LOG_1057158.pdf,29,CPD-41.703
LOG_1057158.pdf,17,
LOG_1057158.pdf,55,
LOG_1057158.pdf,81,Criminal History Report
LOG_1057158.pdf,84,ARREST Report
LOG_1057158.pdf,40,
LOG_1057158.pdf,60,
LOG_1057158.pdf,4,Face Sheet
LOG_1057158.pdf,51,Property Inventory
LOG_1057158.pdf,63,
LOG_1057158.pdf,5,
LOG_1057158.pdf,19,CPD-11.451
LOG_1057158.pdf,18,CPD-11.451
LOG_1057158.pdf,12,Sworn Affidavit
CPD 0030679.pdf,2,
CPD 0030679.pdf,1,Property Inventory
CPD 0051144.pdf,2,Summary Report
CPD 0051144.pdf,1,Log Summary Report
CPD 0051144.pdf,3,
CPD 0007778.pdf,25,
CPD 0007778.pdf,18,
CPD 0007778.pdf,6,
CPD 0007778.pdf,39,
CPD 0007778.pdf,80,
CPD 0007778.pdf,64,
CPD 0007778.pdf,78,
CPD 0007778.pdf,42,
CPD 0007778.pdf,52,
CPD 0007778.pdf,33,
CPD 0007778.pdf,54,
CPD 0007778.pdf,61,
CPD 0007778.pdf,77,
CPD 0007778.pdf,65,
CPD 0007778.pdf,9,
CPD 0007778.pdf,82,
CPD 0007778.pdf,7,
CPD 0007778.pdf,34,
CPD 0007778.pdf,19,
CPD 0007778.pdf,79,
CPD 0007778.pdf,41,
CPD 0007778.pdf,37,
CPD 0007778.pdf,5,
CPD 0007778.pdf,10,
CPD 0007778.pdf,2,
CPD 0007778.pdf,46,
CPD 0007778.pdf,23,
CPD 0007778.pdf,47,
CPD 0007778.pdf,76,
CPD 0007778.pdf,11,
CPD 0007778.pdf,68,
CPD 0007778.pdf,40,
CPD 0007778.pdf,43,
CPD 0007778.pdf,50,
CPD 0007778.pdf,38,
CPD 0007778.pdf,32,
CPD 0007778.pdf,51,
CPD 0007778.pdf,69,
CPD 0007778.pdf,44,
CPD 0007778.pdf,14,
CPD 0007778.pdf,28,
CPD 0007778.pdf,1,
CPD 0007778.pdf,22,
CPD 0007778.pdf,62,
CPD 0007778.pdf,58,
CPD 0007778.pdf,36,
CPD 0007778.pdf,13,
CPD 0007778.pdf,60,
CPD 0007778.pdf,35,
CPD 0007778.pdf,73,
CPD 0007778.pdf,72,
CPD 0007778.pdf,8,
CPD 0007778.pdf,31,
CPD 0007778.pdf,71,
CPD 0007778.pdf,16,
CPD 0007778.pdf,74,
CPD 0007778.pdf,53,
CPD 0007778.pdf,56,
CPD 0007778.pdf,24,
CPD 0007778.pdf,26,
CPD 0007778.pdf,75,
CPD 0007778.pdf,17,
CPD 0007778.pdf,63,
CPD 0007778.pdf,30,
CPD 0007778.pdf,12,
CPD 0007778.pdf,48,
CPD 0007778.pdf,49,
CPD 0007778.pdf,45,
CPD 0007778.pdf,15,
CPD 0007778.pdf,59,
CPD 0007778.pdf,70,
CPD 0007778.pdf,67,
CPD 0007778.pdf,66,
CPD 0007778.pdf,55,
CPD 0007778.pdf,29,
CPD 0007778.pdf,21,
CPD 0007778.pdf,20,
CPD 0007778.pdf,27,
CPD 0007778.pdf,3,
CPD 0007778.pdf,57,
CPD 0007778.pdf,4,
CPD 0007778.pdf,81,
CPD 0028465.pdf,1,
CPD 0037749.pdf,2,
CPD 0037749.pdf,1,
CPD 0037749.pdf,3,
CPD 0036564.pdf,3,
CPD 0036564.pdf,2,Summary Report
CPD 0036564.pdf,1,Log Summary Report
CPD 0006619.pdf,1,
CPD 0055811.pdf,2,Summary Report
CPD 0055811.pdf,1,Log Summary Report
LOG_1056564.pdf,5,
LOG_1056564.pdf,7,Event Query
LOG_1056564.pdf,4,Face Sheet
LOG_1056564.pdf,9,
LOG_1056564.pdf,6,Allegation Email
LOG_1056564.pdf,14,
LOG_1056564.pdf,15,
LOG_1056564.pdf,3,
LOG_1056564.pdf,13,
LOG_1056564.pdf,16,
LOG_1056564.pdf,10,
LOG_1056564.pdf,1,Log Summary Report
LOG_1056564.pdf,2,Summary Report
LOG_1056564.pdf,18,Narcotic & Gang Investigation Supplementary Report
LOG_1056564.pdf,19,Investigator's Case Log
LOG_1056564.pdf,8,
LOG_1056564.pdf,17,
LOG_1056564.pdf,12,
LOG_1056564.pdf,11,
CPD 0036960.pdf,3,ARREST Report
CPD 0036960.pdf,2,ARREST Report
CPD 0036960.pdf,1,
CPD 0036960.pdf,5,ARREST Report
CPD 0036960.pdf,8,ARREST Report
CPD 0036960.pdf,4,ARREST Report
CPD 0036960.pdf,6,ARREST Report
CPD 0036960.pdf,7,ARREST Report
CPD 0008652.pdf,1,
CPD 0040153.pdf,2,
CPD 0040153.pdf,1,Allegation Email
CPD 0019171.pdf,2,Watch Commander/OCIC Review
CPD 0019171.pdf,1,
LOG_1058300.pdf,1,Log Summary Report
LOG_1058300.pdf,2,Summary Report
LOG_1058300.pdf,5,
LOG_1058300.pdf,4,Face Sheet
LOG_1058300.pdf,3,
LOG_1050477.pdf,1,Log Summary Report
LOG_1050477.pdf,6,Watch Commander/OCIC Review
LOG_1050477.pdf,16,
LOG_1050477.pdf,18,
LOG_1050477.pdf,2,Summary Report
LOG_1050477.pdf,3,
LOG_1050477.pdf,13,
LOG_1050477.pdf,12,
LOG_1050477.pdf,9,Case Supplementary Report
LOG_1050477.pdf,17,
LOG_1050477.pdf,5,Tactical Reponse Report
LOG_1050477.pdf,19,
LOG_1050477.pdf,4,Face Sheet
LOG_1050477.pdf,11,TASER Report
LOG_1050477.pdf,15,
LOG_1050477.pdf,7,Face Sheet
LOG_1050477.pdf,14,
LOG_1050477.pdf,10,
LOG_1050477.pdf,8,Incident Report
CPD 0048700.pdf,3,Summary Report
CPD 0048700.pdf,1,Log Summary Report
CPD 0048700.pdf,2,Summary Report
CPD 0042072.pdf,2,
CPD 0042072.pdf,1,Face Sheet
CPD 0011699.pdf,1,email
CPD 0028769.pdf,2,
CPD 0028769.pdf,1,Face Sheet
CPD 0009590.pdf,1,Narcotic & Gang Investigation Supplementary Report
CPD 0000317.pdf,1,
CPD 0000317.pdf,3,
CPD 0000317.pdf,2,
CPD 0046065.pdf,3,ARREST Report
CPD 0046065.pdf,2,ARREST Report
CPD 0046065.pdf,4,ARREST Report
CPD 0046065.pdf,5,ARREST Report
CPD 0046065.pdf,1,
CPD 0055966.pdf,1,Face Sheet
CPD 0055966.pdf,2,
CPD 0013994.pdf,1,Allegation Email
LOG_1052257.pdf,11,Drug Test Specimen Affidavit
LOG_1052257.pdf,2,Summary Report
LOG_1052257.pdf,3,
LOG_1052257.pdf,17,
LOG_1052257.pdf,25,
LOG_1052257.pdf,7,Allegation Email
LOG_1052257.pdf,20,
LOG_1052257.pdf,8,
LOG_1052257.pdf,9,
LOG_1052257.pdf,16,
LOG_1052257.pdf,23,
LOG_1052257.pdf,10,
LOG_1052257.pdf,4,Face Sheet
LOG_1052257.pdf,5,
LOG_1052257.pdf,18,Drug Test Specimen Affidavit
LOG_1052257.pdf,19,
LOG_1052257.pdf,14,email
LOG_1052257.pdf,22,
LOG_1052257.pdf,24,
LOG_1052257.pdf,6,Allegation Email
LOG_1052257.pdf,1,Log Summary Report
LOG_1052257.pdf,21,email
LOG_1052257.pdf,12,
LOG_1052257.pdf,15,
LOG_1052257.pdf,13,
CPD 0032625.pdf,2,Log Summary Report
CPD 0032625.pdf,1,Face Sheet
CPD 0049994.pdf,1,
LOG_1059690.pdf,2,Summary Report
LOG_1059690.pdf,3,Summary Report
LOG_1059690.pdf,4,Face Sheet
LOG_1059690.pdf,1,Log Summary Report
CPD 0017442.pdf,2,
CPD 0017442.pdf,3,
CPD 0017442.pdf,1,IPRA Investigation
LOG_1056422.pdf,3,
LOG_1056422.pdf,5,
LOG_1056422.pdf,4,Face Sheet
LOG_1056422.pdf,1,Log Summary Report
LOG_1056422.pdf,2,Summary Report
LOG_1054925.pdf,8,CPD-41.703
LOG_1054925.pdf,3,
LOG_1054925.pdf,16,
LOG_1054925.pdf,9,CPD-41.703
LOG_1054925.pdf,6,Sworn Affidavit
LOG_1054925.pdf,12,
LOG_1054925.pdf,11,
LOG_1054925.pdf,17,
LOG_1054925.pdf,15,Summary Report Digest
LOG_1054925.pdf,5,Summary Report
LOG_1054925.pdf,4,Face Sheet
LOG_1054925.pdf,7,Search Warrant Data
LOG_1054925.pdf,10,Allegation Email
LOG_1054925.pdf,13,USPS.com Tracking
LOG_1054925.pdf,2,Summary Report
LOG_1054925.pdf,14,Allegation Email
LOG_1054925.pdf,1,Log Summary Report
CPD 0013834.pdf,3,
CPD 0013834.pdf,2,Summary Report
CPD 0013834.pdf,1,Log Summary Report
LOG_1057981.pdf,46,Allegation Email
LOG_1057981.pdf,8,Summary Report
LOG_1057981.pdf,31,
LOG_1057981.pdf,51,Summary Report Digest
LOG_1057981.pdf,14,CPD-41.703
LOG_1057981.pdf,28,
LOG_1057981.pdf,49,
LOG_1057981.pdf,10,
LOG_1057981.pdf,13,CPD-41.703
LOG_1057981.pdf,50,Summary Report Digest
LOG_1057981.pdf,7,Summary Report
LOG_1057981.pdf,23,
LOG_1057981.pdf,42,Allegation Email
LOG_1057981.pdf,24,
LOG_1057981.pdf,3,
LOG_1057981.pdf,5,Summary Report
LOG_1057981.pdf,47,CPD-44.115
LOG_1057981.pdf,12,Search Warrant Data
LOG_1057981.pdf,18,
LOG_1057981.pdf,43,
LOG_1057981.pdf,26,
LOG_1057981.pdf,53,
LOG_1057981.pdf,6,Summary Report
LOG_1057981.pdf,21,
LOG_1057981.pdf,39,Allegation Email
LOG_1057981.pdf,35,
LOG_1057981.pdf,1,Log Summary Report
LOG_1057981.pdf,34,
LOG_1057981.pdf,20,
LOG_1057981.pdf,48,Summary Report Digest
LOG_1057981.pdf,38,Allegation Email
LOG_1057981.pdf,32,
LOG_1057981.pdf,2,
LOG_1057981.pdf,52,Summary Report Digest
LOG_1057981.pdf,19,
LOG_1057981.pdf,4,
LOG_1057981.pdf,30,
LOG_1057981.pdf,11,Sworn Affidavit
LOG_1057981.pdf,40,
LOG_1057981.pdf,9,Face Sheet
LOG_1057981.pdf,29,
LOG_1057981.pdf,22,
LOG_1057981.pdf,37,Allegation Email
LOG_1057981.pdf,45,
LOG_1057981.pdf,25,
LOG_1057981.pdf,44,
LOG_1057981.pdf,36,Allegation Email
LOG_1057981.pdf,17,
LOG_1057981.pdf,54,
LOG_1057981.pdf,41,Allegation Email
LOG_1057981.pdf,27,
LOG_1057981.pdf,16,
LOG_1057981.pdf,33,
LOG_1057981.pdf,15,
LOG_1058208.pdf,5,
LOG_1058208.pdf,1,Log Summary Report
LOG_1058208.pdf,4,Face Sheet
LOG_1058208.pdf,2,Summary Report
LOG_1058208.pdf,3,
LOG_1058055.pdf,5,
LOG_1058055.pdf,4,Face Sheet
LOG_1058055.pdf,2,Summary Report
LOG_1058055.pdf,1,Log Summary Report
LOG_1058055.pdf,3,
CPD 0041606.pdf,2,Event History Table
CPD 0041606.pdf,7,
CPD 0041606.pdf,9,Event History Table
CPD 0041606.pdf,8,Event History Table
CPD 0041606.pdf,13,
CPD 0041606.pdf,12,Event History Table
CPD 0041606.pdf,6,Event History Table
CPD 0041606.pdf,3,
CPD 0041606.pdf,11,Event History Table
CPD 0041606.pdf,4,Event History Table
CPD 0041606.pdf,10,Event History Table
CPD 0041606.pdf,5,Event History Table
CPD 0041606.pdf,14,Event History Table
CPD 0041606.pdf,1,Event History Table
CPD 0007017.pdf,2,
CPD 0007017.pdf,1,Face Sheet
LOG_1058033.pdf,5,
LOG_1058033.pdf,1,Log Summary Report
LOG_1058033.pdf,4,Face Sheet
LOG_1058033.pdf,3,
LOG_1058033.pdf,2,Summary Report
CPD 0026271.pdf,1,Log Summary Report
CPD 0026271.pdf,2,Summary Report
CPD 0026271.pdf,3,
LOG_1058192.pdf,9,ARREST Report
LOG_1058192.pdf,11,ARREST Report
LOG_1058192.pdf,4,Face Sheet
LOG_1058192.pdf,10,ARREST Report
LOG_1058192.pdf,7,ARREST Report
LOG_1058192.pdf,8,ARREST Report
LOG_1058192.pdf,5,Log Summary Report
LOG_1058192.pdf,6,
LOG_1058192.pdf,1,Log Summary Report
LOG_1058192.pdf,12,ARREST Report
LOG_1058192.pdf,3,Log Summary Report
LOG_1058192.pdf,2,Summary Report
CPD 0015614.pdf,3,
CPD 0015614.pdf,4,
CPD 0015614.pdf,2,CPD-44.115
CPD 0015614.pdf,1,email
CPD 0047707.pdf,3,
CPD 0047707.pdf,2,Summary Report
CPD 0047707.pdf,1,Log Summary Report
CPD 0052759.pdf,1,Face Sheet
CPD 0052759.pdf,2,
CPD 0047733.pdf,3,Summary Report
CPD 0047733.pdf,2,Summary Report
CPD 0047733.pdf,1,Log Summary Report
CPD 0000398.pdf,1,
CPD 0003613.pdf,2,
CPD 0003613.pdf,1,Allegation Email
CPD 0015354.pdf,3,ARREST Report
CPD 0015354.pdf,4,
CPD 0015354.pdf,5,ARREST Report
CPD 0015354.pdf,1,
CPD 0015354.pdf,2,
CPD 0011500.pdf,1,
LOG_1052226.pdf,5,
LOG_1052226.pdf,14,CPD-41.703
LOG_1052226.pdf,21,
LOG_1052226.pdf,13,CPD-41.703
LOG_1052226.pdf,15,Face Sheet
LOG_1052226.pdf,18,
LOG_1052226.pdf,12,Search Warrant Data
LOG_1052226.pdf,19,Allegation Email
LOG_1052226.pdf,8,
LOG_1052226.pdf,16,Incident Report
LOG_1052226.pdf,3,Summary Report
LOG_1052226.pdf,2,Summary Report
LOG_1052226.pdf,20,Summary Report Digest
LOG_1052226.pdf,6,Sworn Affidavit
LOG_1052226.pdf,11,
LOG_1052226.pdf,17,
LOG_1052226.pdf,9,
LOG_1052226.pdf,1,Log Summary Report
LOG_1052226.pdf,10,
LOG_1052226.pdf,4,Face Sheet
LOG_1052226.pdf,7,Allegation Email
LOG_1052226.pdf,22,
CPD 0019344.pdf,1,
CPD 0038729.pdf,1,
CPD 0038729.pdf,3,ARREST Report
CPD 0038729.pdf,2,ARREST Report
CPD 0027341.pdf,2,
CPD 0027341.pdf,1,
CPD 0053302.pdf,2,
CPD 0053302.pdf,1,Face Sheet
CPD 0034669.pdf,1,Face Sheet
LOG_1059966.pdf,3,Log Summary Report
LOG_1059966.pdf,1,Log Summary Report
LOG_1059966.pdf,2,Summary Report
LOG_1059966.pdf,5,
LOG_1059966.pdf,8,ARREST Report
LOG_1059966.pdf,9,ARREST Report
LOG_1059966.pdf,4,Face Sheet
LOG_1059966.pdf,6,ARREST Report
LOG_1059966.pdf,11,
LOG_1059966.pdf,7,ARREST Report
LOG_1059966.pdf,10,
LOG_1059950.pdf,3,Summary Report
LOG_1059950.pdf,4,Face Sheet
LOG_1059950.pdf,6,
LOG_1059950.pdf,2,Summary Report
LOG_1059950.pdf,5,
LOG_1059950.pdf,1,Log Summary Report
CPD 0039599.pdf,1,
CPD 0039599.pdf,3,ARREST Report
CPD 0039599.pdf,4,ARREST Report
CPD 0039599.pdf,2,
CPD 0039599.pdf,5,ARREST Report
LOG_1062073.pdf,10,
LOG_1062073.pdf,4,Face Sheet
LOG_1062073.pdf,13,
LOG_1062073.pdf,8,Allegation Email
LOG_1062073.pdf,6,CLEARMAP POD Map
LOG_1062073.pdf,5,
LOG_1062073.pdf,18,Investigator's Case Log
LOG_1062073.pdf,7,Event Query
LOG_1062073.pdf,14,
LOG_1062073.pdf,16,
LOG_1062073.pdf,12,
LOG_1062073.pdf,2,Summary Report
LOG_1062073.pdf,17,Investigator's Case Log
LOG_1062073.pdf,15,Narcotic & Gang Investigation Supplementary Report
LOG_1062073.pdf,3,
LOG_1062073.pdf,9,Allegation Email
LOG_1062073.pdf,11,
LOG_1062073.pdf,1,Log Summary Report
CPD 0002802.pdf,1,
CPD 0028679.pdf,3,
CPD 0028679.pdf,2,ARREST Report
CPD 0028679.pdf,1,
CPD 0028679.pdf,5,ARREST Report
CPD 0028679.pdf,8,ARREST Report
CPD 0028679.pdf,7,ARREST Report
CPD 0028679.pdf,4,ARREST Report
CPD 0028679.pdf,6,ARREST Report
CPD 0050892.pdf,1,
CPD 0045051.pdf,1,Narcotic & Gang Investigation Supplementary Report
CPD 0048919.pdf,3,Summary Report
CPD 0048919.pdf,1,Log Summary Report
CPD 0048919.pdf,2,Summary Report
CPD 0039185.pdf,2,Summary Report
CPD 0039185.pdf,1,Face Sheet
CPD 0000049.pdf,2,Summary Report
CPD 0000049.pdf,3,
CPD 0000049.pdf,1,Log Summary Report
LOG_1061997.pdf,5,Log Summary Report
LOG_1061997.pdf,1,Log Summary Report
LOG_1061997.pdf,4,Face Sheet
LOG_1061997.pdf,7,
LOG_1061997.pdf,6,
LOG_1061997.pdf,2,Summary Report
LOG_1061997.pdf,3,Log Summary Report
LOG_1055103.pdf,3,Summary Report
LOG_1055103.pdf,1,Log Summary Report
LOG_1055103.pdf,8,ARREST Report
LOG_1055103.pdf,6,ARREST Report
LOG_1055103.pdf,7,ARREST Report
LOG_1055103.pdf,2,Summary Report
LOG_1055103.pdf,5,
LOG_1055103.pdf,9,ARREST Report
LOG_1055103.pdf,4,Face Sheet
CPD 0036403.pdf,1,Tactical Reponse Report
CPD 0036403.pdf,2,Watch Commander/OCIC Review
CPD 0038065.pdf,3,ARREST Report
CPD 0038065.pdf,1,
CPD 0038065.pdf,5,ARREST Report
CPD 0038065.pdf,2,ARREST Report
CPD 0038065.pdf,4,ARREST Report
CPD 0024994.pdf,1,Face Sheet
CPD 0024994.pdf,2,
CPD 0050804.pdf,2,
CPD 0050804.pdf,1,Face Sheet
CPD 0042189.pdf,2,Summary Report
CPD 0042189.pdf,1,Log Summary Report
CPD 0042189.pdf,3,
CPD 0018822.pdf,1,Allegation Email
CPD 0002984.pdf,2,Summary Report
CPD 0002984.pdf,1,Log Summary Report
CPD 0002984.pdf,3,Summary Report
CPD 0038501.pdf,2,Summary Report
CPD 0038501.pdf,1,Log Summary Report
CPD 0052091.pdf,2,
CPD 0052091.pdf,1,Face Sheet
CPD 0009347.pdf,2,
CPD 0009347.pdf,5,ARREST Report
CPD 0009347.pdf,3,ARREST Report
CPD 0009347.pdf,1,
CPD 0009347.pdf,4,ARREST Report
LOG_1056416.pdf,7,Event History Table
LOG_1056416.pdf,6,Event History Table
LOG_1056416.pdf,5,
LOG_1056416.pdf,1,Log Summary Report
LOG_1056416.pdf,2,Summary Report
LOG_1056416.pdf,4,Face Sheet
LOG_1056416.pdf,3,
LOG_1052944.pdf,142,
LOG_1052944.pdf,40,
LOG_1052944.pdf,137,
LOG_1052944.pdf,110,
LOG_1052944.pdf,55,
LOG_1052944.pdf,157,
LOG_1052944.pdf,117,
LOG_1052944.pdf,133,
LOG_1052944.pdf,218,
LOG_1052944.pdf,235,Allegation Email
LOG_1052944.pdf,53,
LOG_1052944.pdf,6,
LOG_1052944.pdf,63,
LOG_1052944.pdf,106,
LOG_1052944.pdf,143,
LOG_1052944.pdf,152,
LOG_1052944.pdf,60,
LOG_1052944.pdf,45,
LOG_1052944.pdf,118,
LOG_1052944.pdf,104,
LOG_1052944.pdf,33,
LOG_1052944.pdf,88,
LOG_1052944.pdf,138,
